1,1,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,38,1,1,1,1,1,1,1,
1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,1,1,1,1,1,1,
1,10,0,0,0,18,16,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,38,1,1,1,1,1,
1,10,0,0,0,19,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,
1,10,0,0,0,19,14,14,15,0,0,0,26,0,0,0,0,0,0,0,0,26,26,0,37,38,1,1,1,1,
1,10,0,0,0,19,14,14,15,0,0,0,0,0,0,0,0,0,0,0,26,26,26,26,0,4,1,1,1,1,
1,10,0,0,0,19,14,14,15,26,26,0,0,0,0,0,0,26,26,0,26,26,26,26,0,4,1,1,1,1,
1,10,0,0,0,19,14,14,24,16,16,16,16,16,16,16,16,16,16,16,16,16,17,26,0,4,1,1,1,1,
1,10,0,0,0,19,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,24,17,0,37,38,1,1,1,
1,10,0,0,0,19,14,14,14,14,25,20,20,20,20,20,20,20,23,14,14,14,14,15,0,0,37,38,1,1,
1,10,0,0,0,19,14,14,25,20,22,0,0,0,0,0,0,26,21,20,20,23,14,15,0,0,0,37,38,1,
1,10,0,0,0,19,14,14,15,26,0,0,26,0,0,0,0,26,26,26,26,19,14,15,0,0,0,0,4,1,
1,10,0,0,0,19,14,14,15,26,0,0,26,26,0,0,0,0,26,26,26,19,14,15,0,0,0,0,4,1,
1,10,0,0,0,19,14,14,15,0,0,0,26,0,0,0,0,0,26,26,0,19,14,15,26,0,0,0,4,1,
1,12,11,0,0,19,14,14,15,0,26,0,0,0,0,0,2,11,0,26,26,21,20,22,26,0,0,0,4,1,
1,1,10,0,0,19,14,14,24,16,16,16,17,0,0,2,13,12,11,0,26,26,0,0,26,26,0,0,4,1,
1,1,10,0,0,19,14,14,14,14,14,14,15,0,0,4,1,1,10,0,0,0,0,0,26,26,26,0,4,1,
1,1,10,0,0,21,20,20,20,20,23,14,15,0,0,37,6,1,12,3,11,36,36,36,36,36,36,2,13,1,
1,1,12,11,0,0,0,0,0,0,19,14,15,26,0,0,37,38,1,1,12,28,27,27,27,27,27,7,6,1,
1,1,1,10,0,0,0,26,26,0,19,14,15,0,0,0,0,4,1,1,1,29,27,27,27,27,27,27,34,1,
1,1,1,12,11,0,0,0,0,0,19,14,15,26,0,0,0,4,1,1,1,30,28,27,27,27,27,27,34,1,
1,1,1,1,10,0,0,0,26,0,19,14,15,0,0,0,0,4,1,1,1,1,30,28,27,27,27,27,7,6,
1,1,1,1,10,0,0,0,0,0,19,14,15,0,0,0,0,4,1,1,1,1,1,29,27,27,27,27,27,34,
1,1,1,1,12,11,0,0,0,26,19,14,15,0,0,0,0,4,1,1,1,1,1,30,28,27,27,27,27,34,
1,1,1,1,1,10,0,0,0,0,19,14,15,0,0,0,0,4,1,1,1,1,1,1,29,27,27,27,27,34,
1,1,1,1,1,10,0,0,0,0,21,20,22,0,0,0,0,4,1,1,1,1,1,1,30,28,27,27,35,33,
1,1,1,1,1,1,11,0,0,0,0,0,0,0,0,0,2,13,1,1,1,1,1,1,1,29,27,27,34,1,
1,1,1,1,1,1,1,11,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,30,32,32,33,1,
1,1,1,1,1,1,1,1,3,11,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

